# Absolute STEP slot indices for IFC geometry entities
# Generated from references/ifc-spec/ifc4-add2-tc1/IFC4.exp
# Inherited attributes come FIRST -- this is what positional records use.
# Format: EntityName | index | AttrName | declared-in | type

IfcSweptDiskSolid | 2 | InnerRadius | IfcSweptDiskSolid | OPTIONAL IfcPositiveLengthMeasure
IfcSweptDiskSolid | 3 | StartParam | IfcSweptDiskSolid | OPTIONAL IfcParameterValue
IfcSweptDiskSolid | 4 | EndParam | IfcSweptDiskSolid | OPTIONAL IfcParameterValue

IfcSweptDiskSolidPolygonal | 0 | Directrix | IfcSweptDiskSolid | IfcCurve
IfcSweptDiskSolidPolygonal | 1 | Radius | IfcSweptDiskSolid | IfcPositiveLengthMeasure
IfcSweptDiskSolidPolygonal | 2 | InnerRadius | IfcSweptDiskSolid | OPTIONAL IfcPositiveLengthMeasure
IfcSweptDiskSolidPolygonal | 3 | StartParam | IfcSweptDiskSolid | OPTIONAL IfcParameterValue
IfcSweptDiskSolidPolygonal | 4 | EndParam | IfcSweptDiskSolid | OPTIONAL IfcParameterValue
IfcSweptDiskSolidPolygonal | 5 | FilletRadius | IfcSweptDiskSolidPolygonal | OPTIONAL IfcPositiveLengthMeasure

IfcToroidalSurface | 0 | Position | IfcElementarySurface | IfcAxis2Placement3D
IfcToroidalSurface | 1 | MajorRadius | IfcToroidalSurface | IfcPositiveLengthMeasure
IfcToroidalSurface | 2 | MinorRadius | IfcToroidalSurface | IfcPositiveLengthMeasure

IfcTriangulatedFaceSet | 0 | Coordinates | IfcTessellatedFaceSet | IfcCartesianPointList3D
IfcTriangulatedFaceSet | 1 | Normals | IfcTriangulatedFaceSet | OPTIONAL LIST [1:?] OF LIST [3:3] OF IfcParameterValue
IfcTriangulatedFaceSet | 2 | Closed | IfcTriangulatedFaceSet | OPTIONAL IfcBoolean
IfcTriangulatedFaceSet | 3 | CoordIndex | IfcTriangulatedFaceSet | LIST [1:?] OF LIST [3:3] OF IfcPositiveInteger
IfcTriangulatedFaceSet | 4 | PnIndex | IfcTriangulatedFaceSet | OPTIONAL LIST [1:?] OF IfcPositiveInteger

IfcTrimmedCurve | 0 | BasisCurve | IfcTrimmedCurve | IfcCurve
IfcTrimmedCurve | 1 | Trim1 | IfcTrimmedCurve | SET [1:2] OF IfcTrimmingSelect
IfcTrimmedCurve | 2 | Trim2 | IfcTrimmedCurve | SET [1:2] OF IfcTrimmingSelect
IfcTrimmedCurve | 3 | SenseAgreement | IfcTrimmedCurve | IfcBoolean
IfcTrimmedCurve | 4 | MasterRepresentation | IfcTrimmedCurve | IfcTrimmingPreference

IfcVector | 0 | Orientation | IfcVector | IfcDirection
IfcVector | 1 | Magnitude | IfcVector | IfcLengthMeasure

IfcVirtualGridIntersection | 0 | IntersectingAxes | IfcVirtualGridIntersection | LIST [2:2] OF
